Sample_ID,Plant_Health_Status,Health_Status_Code,SPR_Signal_Intensity,Colorimetric_Response,Fluorescence_Intensity,Leaf_Temperature_C,VOC_Level,Ambient_Temperature_C,Relative_Humidity_pct,pH,SPR_Signal_Variability,Sensor_Noise_Level
PHB_03574,Early Disease,1,0.6994,0.267,0.6827,24.86,1.1347,24.631,64.709,6.217,0.0285,0.0436
PHB_08742,Moderate Illness,2,0.5353,0.4379,0.5895,27.029,1.3032,25.983,58.401,6.118,0.039,0.05
PHB_08912,Moderate Illness,2,0.5297,0.5182,0.5721,27.179,1.509,23.293,68.091,6.225,0.0642,0.0535
PHB_04818,Moderate Illness,2,0.4479,0.6004,0.6248,27.179,1.1444,27.407,62.443,6.528,0.0339,0.0307
PHB_06436,Early Disease,1,0.6349,0.3962,0.8138,24.934,1.1146,22.098,62.716,6.364,0.0248,0.0799
PHB_02987,Healthy,0,0.7657,0.1384,0.9125,24.334,1.0984,22.295,64.022,6.264,0.0205,0.0181
PHB_07839,Moderate Illness,2,0.3764,0.5019,0.553,26.45,1.1562,26.296,63.153,5.951,0.023,0.065
PHB_00705,Early Disease,1,0.6814,0.4776,0.7519,26.132,1.1816,24.539,63.34,6.575,0.0447,0.0411
PHB_02281,Early Disease,1,0.6449,0.248,0.6249,24.673,1.2947,26.572,54.349,6.415,0.0331,0.025
PHB_08735,Severe Disease,3,0.3412,0.7278,0.6461,26.698,1.4156,25.053,54.077,6.797,0.0495,0.0667
PHB_04148,Moderate Illness,2,0.4269,0.6138,0.6251,26.153,1.2138,25.845,70.064,6.262,0.0525,0.0419
PHB_05413,Early Disease,1,0.7501,0.3424,0.7964,25.641,1.3198,22.574,57.237,6.148,0.041,0.048
PHB_00374,Early Disease,1,0.6555,0.3267,0.8395,25.53,1.2073,26.366,70.904,6.343,0.0368,0.0545
PHB_06406,Moderate Illness,2,0.5098,0.537,0.4749,25.038,1.2641,25.385,73.215,6.22,0.0562,0.0628
PHB_09224,Moderate Illness,2,0.5204,0.4493,0.6863,26.718,1.4405,23.83,73.037,6.375,0.0476,0.08
PHB_02586,Early Disease,1,0.6516,0.3103,0.73,24.729,1.0734,21.327,65.603,6.205,0.0467,0.0499
PHB_01333,Moderate Illness,2,0.467,0.4975,0.583,25.588,1.2066,24.369,66.5,6.48,0.0575,0.0649
PHB_09573,Early Disease,1,0.5901,0.2853,0.8323,25.866,1.0543,29.035,60.305,6.499,0.0349,0.0553
PHB_05283,Severe Disease,3,0.2684,0.7056,0.4269,27.777,1.3053,19.022,67.04,5.946,0.0615,0.0527
PHB_09132,Moderate Illness,2,0.6857,0.5121,0.6043,25.76,1.0804,26.262,59.183,6.239,0.0509,0.0494
PHB_08316,Moderate Illness,2,0.5574,0.6035,0.5562,25.918,1.4061,25.86,72.141,5.951,0.0332,0.041
PHB_09810,Severe Disease,3,0.412,0.7102,0.497,28.002,1.7669,26.952,73.075,5.951,0.0543,0.0764
PHB_01785,Healthy,0,0.824,0.2505,0.9181,24.995,1.467,20.384,65.559,6.202,0.0167,0.0475
PHB_03183,Early Disease,1,0.6139,0.3238,0.7115,24.936,1.1617,28.976,68.763,6.479,0.0483,0.0733
PHB_00495,Severe Disease,3,0.3865,0.7142,0.4342,28.099,1.5247,23.823,60.972,6.368,0.0749,0.0932
PHB_07364,Severe Disease,3,0.3291,0.6006,0.4532,26.729,1.3412,24.019,65.551,6.248,0.0495,0.079
PHB_02861,Early Disease,1,0.6435,0.3123,0.7401,25.436,1.0099,28.314,69.085,6.512,0.0252,0.0487
PHB_07930,Moderate Illness,2,0.5394,0.5156,0.5005,25.111,1.0143,28.81,64.493,6.008,0.0432,0.0572
PHB_04042,Severe Disease,3,0.3301,0.7524,0.4979,26.121,1.3247,22.365,60.004,6.265,0.0651,0.0587
PHB_07179,Severe Disease,3,0.3473,0.744,0.4797,26.404,1.3353,24.488,70.262,6.152,0.0541,0.066
PHB_02898,Healthy,0,0.7979,0.1547,0.927,24.954,0.8882,26.002,55.27,6.376,0.0253,0.0097
PHB_00367,Severe Disease,3,0.3528,0.6352,0.5326,27.714,1.5554,30.042,59.825,6.184,0.071,0.0557
PHB_00850,Severe Disease,3,0.4047,0.7123,0.4594,25.745,1.4501,26.926,75.015,6.059,0.037,0.0646
PHB_07441,Severe Disease,3,0.3595,0.6359,0.5591,27.441,1.4735,19.581,66.271,6.124,0.0688,0.0821
PHB_09455,Moderate Illness,2,0.4907,0.5092,0.5652,24.642,1.408,27.358,75.183,6.438,0.0408,0.0519
PHB_04302,Moderate Illness,2,0.6141,0.5613,0.537,26.927,1.206,27.2,65.108,6.345,0.0309,0.0586
PHB_02654,Moderate Illness,2,0.5183,0.5317,0.5346,25.544,1.5548,24.733,56.651,6.321,0.048,0.0658
PHB_03504,Moderate Illness,2,0.5205,0.576,0.6801,26.111,1.1469,28.528,71.236,6.441,0.0437,0.0673
PHB_01542,Healthy,0,0.827,0.1468,0.8703,25.421,1.2358,21.469,58.332,6.07,0.0384,0.0449
PHB_04166,Healthy,0,0.8003,0.3088,0.7668,26.168,0.987,24.504,65.217,6.347,0.0245,0.0331
PHB_08867,Healthy,0,0.7452,0.178,0.8683,23.534,1.2751,23.185,63.718,6.28,0.0273,0.0421
PHB_00323,Early Disease,1,0.6693,0.4175,0.7599,24.179,1.0783,29.366,61.045,6.0,0.0345,0.0369
PHB_02032,Moderate Illness,2,0.474,0.548,0.5449,26.364,1.2981,25.569,80.874,6.454,0.0582,0.0447
PHB_00814,Moderate Illness,2,0.4699,0.5311,0.6852,26.127,1.4179,25.027,58.176,6.02,0.0409,0.0461
PHB_08940,Severe Disease,3,0.3519,0.6812,0.4193,28.623,1.8179,26.23,69.368,6.013,0.0623,0.0884
PHB_09376,Healthy,0,0.8756,0.1266,0.8029,24.971,1.249,22.285,62.599,6.041,0.0159,0.0503
PHB_01080,Early Disease,1,0.6518,0.2369,0.7467,25.885,1.1568,23.911,66.672,6.165,0.0453,0.0427
PHB_02227,Moderate Illness,2,0.5042,0.6011,0.5913,26.809,1.2187,26.667,60.72,6.238,0.0642,0.041
PHB_09137,Early Disease,1,0.5775,0.3762,0.7713,24.091,1.2428,29.224,68.992,6.389,0.0374,0.0431
PHB_09532,Moderate Illness,2,0.4965,0.4937,0.6239,26.681,1.106,24.797,76.872,6.229,0.0483,0.0633
PHB_02706,Early Disease,1,0.6575,0.3494,0.8541,25.338,1.1756,23.27,68.621,6.495,0.0184,0.0447
PHB_06825,Moderate Illness,2,0.5553,0.5581,0.6214,25.576,1.3225,27.779,66.365,6.382,0.0403,0.0642
PHB_07557,Early Disease,1,0.6903,0.1651,0.7378,24.951,1.1947,24.536,71.184,6.578,0.0293,0.0492
PHB_01165,Healthy,0,0.7404,0.1932,0.7808,24.827,1.1964,25.238,56.842,6.646,0.0257,0.0523
PHB_03262,Moderate Illness,2,0.5512,0.6146,0.732,27.014,1.357,24.654,60.671,6.506,0.0346,0.0562
PHB_04688,Early Disease,1,0.6759,0.4836,0.7962,24.614,1.0248,23.538,71.41,6.818,0.0372,0.0411
PHB_01451,Severe Disease,3,0.3249,0.7303,0.3734,25.925,1.4525,24.26,64.844,6.59,0.0612,0.0799
PHB_03863,Moderate Illness,2,0.5465,0.4519,0.5919,25.299,1.2508,26.973,72.905,6.066,0.0291,0.072
PHB_06104,Severe Disease,3,0.3377,0.7162,0.2986,27.685,1.3837,26.438,66.329,6.746,0.0525,0.0808
PHB_09216,Moderate Illness,2,0.5208,0.4453,0.6267,26.379,1.3352,25.208,56.926,6.545,0.0472,0.0721
PHB_07121,Early Disease,1,0.565,0.3063,0.6877,24.758,1.004,24.775,69.977,6.31,0.0426,0.0472
PHB_06399,Moderate Illness,2,0.5283,0.4279,0.6708,26.092,1.226,24.147,53.411,6.289,0.0451,0.0615
PHB_09589,Severe Disease,3,0.3308,0.7277,0.5512,30.78,1.2582,25.117,79.404,5.998,0.05,0.0651
PHB_06215,Healthy,0,0.8126,0.1394,0.9169,24.887,0.9993,26.232,60.319,6.469,0.0276,0.0488
PHB_09646,Early Disease,1,0.6934,0.3605,0.797,26.157,1.2084,23.966,70.205,6.572,0.0406,0.0388
PHB_05337,Moderate Illness,2,0.4046,0.5305,0.5242,26.294,1.35,26.051,67.765,6.261,0.0569,0.0407
PHB_04057,Early Disease,1,0.7274,0.2787,0.7037,24.548,1.2045,22.44,69.225,6.19,0.0487,0.0577
PHB_09512,Early Disease,1,0.6093,0.2872,0.8086,26.184,1.3292,24.206,69.452,6.57,0.0403,0.0368
PHB_03000,Healthy,0,0.8206,0.0334,0.8773,24.895,1.1299,27.732,67.804,6.317,0.0115,0.0158
PHB_09025,Moderate Illness,2,0.5154,0.5078,0.4666,25.499,1.3947,26.878,62.01,6.633,0.0541,0.0474
PHB_01232,Moderate Illness,2,0.5286,0.521,0.5372,26.43,1.0742,24.097,59.272,6.349,0.0502,0.076
PHB_01515,Severe Disease,3,0.2842,0.8106,0.568,28.277,1.5154,24.768,79.572,6.383,0.062,0.0797
PHB_02314,Healthy,0,0.7892,0.1372,0.9085,24.612,0.9196,22.64,75.734,6.442,0.0082,0.0359
PHB_01452,Moderate Illness,2,0.8179,0.6453,0.7306,23.762,1.4067,23.428,65.727,6.054,0.0441,0.0643
PHB_05268,Severe Disease,3,0.3579,0.7265,0.5474,28.568,1.3206,21.12,66.003,6.055,0.062,0.0684
PHB_06132,Moderate Illness,2,0.5309,0.5403,0.6356,27.576,1.3321,27.321,44.625,6.333,0.0524,0.0722
PHB_08532,Healthy,0,0.8103,0.1612,0.8533,24.905,1.2642,21.418,55.005,6.27,0.018,0.029
PHB_06465,Moderate Illness,2,0.4568,0.5213,0.5959,27.116,1.3177,26.197,53.47,6.172,0.0515,0.0514
PHB_00839,Early Disease,1,0.7216,0.394,0.7246,25.565,1.1176,23.385,72.199,6.677,0.0355,0.0565
PHB_09916,Early Disease,1,0.6526,0.3447,0.6661,24.4,1.0581,24.488,68.207,6.181,0.0518,0.0564
PHB_08262,Healthy,0,0.9187,0.1494,0.783,26.54,0.8213,22.525,68.625,6.715,0.0188,0.0356
PHB_06415,Moderate Illness,2,0.5663,0.6021,0.5564,27.019,1.1958,25.02,69.295,6.28,0.0522,0.043
PHB_08505,Moderate Illness,2,0.4826,0.556,0.6369,26.579,1.2303,26.596,64.86,6.441,0.0436,0.0526
PHB_03568,Early Disease,1,0.6152,0.3024,0.7418,24.756,1.1403,26.007,64.045,5.889,0.044,0.0678
PHB_09265,Healthy,0,0.8221,0.1574,0.9819,23.308,1.149,24.846,59.909,6.186,0.0259,0.0378
PHB_03088,Early Disease,1,0.7243,0.3884,0.7128,26.063,1.2029,25.17,62.499,6.211,0.036,0.0523
PHB_08644,Early Disease,1,0.7079,0.2074,0.6527,26.37,1.2783,20.797,58.725,6.146,0.0347,0.0474
PHB_01715,Early Disease,1,0.6344,0.1787,0.9003,24.071,1.1861,23.299,62.591,6.485,0.0295,0.0421
PHB_00340,Severe Disease,3,0.3255,0.6808,0.3471,28.432,1.4698,24.46,61.249,5.823,0.0586,0.0542
PHB_09564,Moderate Illness,2,0.5062,0.562,0.7004,25.721,1.3139,25.971,64.796,5.994,0.0481,0.0652
PHB_05943,Healthy,0,0.8787,0.1217,0.7986,25.021,1.2865,26.924,73.452,6.738,0.0309,0.063
PHB_09870,Severe Disease,3,0.372,0.6872,0.3593,27.489,1.2883,24.362,64.612,6.055,0.0493,0.0532
PHB_08103,Moderate Illness,2,0.4848,0.4398,0.4641,25.708,1.2411,25.388,68.382,6.085,0.0414,0.076
PHB_08489,Severe Disease,3,0.3278,0.7289,0.5021,26.742,1.2871,27.504,57.516,6.154,0.0578,0.0659
PHB_00589,Healthy,0,0.8104,0.0852,0.8848,24.372,1.0028,26.5,58.82,6.131,0.0174,0.042
PHB_03366,Early Disease,1,0.7242,0.4198,0.815,25.057,1.1049,22.836,78.918,6.12,0.0506,0.0344
PHB_02671,Moderate Illness,2,0.5861,0.4471,0.58,26.686,1.3491,29.984,72.937,6.371,0.0512,0.0747
PHB_03590,Early Disease,1,0.6797,0.2667,0.6391,25.671,1.1812,23.076,70.46,6.253,0.0516,0.061
PHB_00035,Early Disease,1,0.5766,0.4355,0.7685,26.091,1.3759,23.304,53.798,6.413,0.0544,0.0664
PHB_00029,Healthy,0,0.8383,0.0732,0.7526,24.34,1.1699,26.119,71.869,6.776,0.0401,0.0389
PHB_08554,Moderate Illness,2,0.5219,0.3806,0.5499,26.113,1.43,26.204,61.95,6.352,0.0301,0.0632
PHB_08118,Early Disease,1,0.7149,0.341,0.6877,25.811,1.2997,23.399,70.015,5.866,0.0479,0.0687
PHB_02171,Early Disease,1,0.7674,0.3555,0.7981,23.635,0.9669,26.375,71.425,6.023,0.0259,0.0469
PHB_08378,Severe Disease,3,0.3389,0.6892,0.4382,26.659,1.3579,24.709,58.639,6.197,0.0437,0.0773
PHB_05621,Early Disease,1,0.7202,0.2295,0.7398,24.606,1.2558,24.266,61.881,6.129,0.0455,0.0358
PHB_00890,Moderate Illness,2,0.5053,0.5827,0.5223,26.71,1.3232,29.527,73.026,6.149,0.0502,0.0768
PHB_06490,Severe Disease,3,0.356,0.7143,0.4818,26.983,1.3578,24.216,60.02,6.303,0.0607,0.0955
PHB_03323,Moderate Illness,2,0.635,0.4141,0.5208,27.654,1.19,24.26,70.786,6.404,0.0601,0.049
PHB_09397,Moderate Illness,2,0.5255,0.5542,0.5416,27.262,1.3649,26.745,72.494,6.359,0.0562,0.0614
PHB_03515,Severe Disease,3,0.381,0.7504,0.5357,28.004,1.3231,28.123,58.532,6.225,0.055,0.0688
PHB_04421,Early Disease,1,0.6494,0.3531,0.7376,25.914,0.8803,24.996,76.691,6.054,0.0407,0.0295
PHB_08352,Severe Disease,3,0.3192,0.6885,0.4268,26.404,1.2572,26.917,52.597,6.305,0.0678,0.0708
PHB_05362,Healthy,0,0.8651,0.0985,0.9591,24.044,0.971,26.685,71.348,6.768,0.0249,0.0143
PHB_03734,Moderate Illness,2,0.5201,0.5408,0.5687,27.215,1.1745,25.523,58.762,6.437,0.0578,0.0585
PHB_09464,Healthy,0,0.8158,0.0092,0.9537,24.989,1.1494,27.462,61.429,6.531,0.0104,0.0295
PHB_07082,Severe Disease,3,0.2639,0.8049,0.3425,27.494,1.3554,26.488,63.327,5.734,0.0509,0.1
PHB_01655,Severe Disease,3,0.282,0.7346,0.2332,28.124,1.209,24.39,64.234,6.28,0.0595,0.0756
PHB_05033,Healthy,0,0.7204,0.1661,0.9305,23.9,1.092,24.307,76.432,6.192,0.0285,0.0416
PHB_00224,Severe Disease,3,0.3046,0.7534,0.5399,28.457,1.4135,25.441,62.545,6.242,0.0451,0.0813
PHB_08626,Healthy,0,0.9165,0.1317,0.8988,24.791,1.1565,24.982,64.865,6.533,0.0255,0.0286
PHB_06195,Healthy,0,0.8058,0.2022,0.9033,24.444,1.0571,23.911,58.019,6.596,0.0309,0.0427
PHB_01591,Healthy,0,0.6905,0.1128,0.9321,23.78,1.0478,24.45,95.0,6.291,0.0297,0.021
PHB_05983,Severe Disease,3,0.2791,0.7406,0.4717,31.203,1.5312,25.502,66.041,5.91,0.0575,0.0807
PHB_03257,Healthy,0,0.7565,0.0283,1.0131,23.775,1.0593,23.343,69.845,6.592,0.0247,0.052
PHB_06681,Moderate Illness,2,0.475,0.4552,0.4815,26.002,1.5199,30.641,64.091,6.081,0.0434,0.0576
PHB_04771,Moderate Illness,2,0.444,0.4535,0.5307,26.044,1.4903,25.006,50.355,6.57,0.0679,0.0423
PHB_02182,Severe Disease,3,0.312,0.737,0.4723,26.701,1.3064,24.36,56.801,6.456,0.0715,0.0904
PHB_06804,Early Disease,1,0.7162,0.3405,0.7266,24.753,1.1385,21.87,65.873,6.045,0.0375,0.0264
PHB_04914,Severe Disease,3,0.3722,0.7177,0.5042,27.076,1.362,22.81,57.501,6.251,0.0518,0.0835
PHB_06787,Early Disease,1,0.713,0.346,0.7986,25.41,1.1809,22.552,71.022,6.744,0.0249,0.0582
PHB_04790,Moderate Illness,2,0.4684,0.5814,0.5696,26.373,1.5935,24.414,60.893,6.391,0.0654,0.0729
PHB_01210,Early Disease,1,0.5696,0.3798,0.6731,25.35,1.2796,28.292,63.099,6.049,0.0496,0.0521
PHB_00422,Healthy,0,0.7756,0.1616,0.7786,23.594,0.7741,27.35,54.048,6.375,0.0258,0.0174
PHB_08741,Healthy,0,0.8142,0.1014,0.864,25.407,1.1054,31.103,67.079,7.018,0.0176,0.005
PHB_01707,Healthy,0,0.8282,0.1515,0.9108,24.724,0.7744,26.056,68.857,6.478,0.0341,0.0167
PHB_01159,Early Disease,1,0.6343,0.3244,0.668,24.862,1.083,22.854,59.128,6.485,0.054,0.0481
PHB_02307,Moderate Illness,2,0.6131,0.4925,0.5283,26.742,1.3544,24.382,61.081,6.021,0.0544,0.059
PHB_00274,Moderate Illness,2,0.55,0.5761,0.6888,25.453,1.3896,24.699,61.678,6.128,0.0491,0.0617
PHB_00172,Moderate Illness,2,0.5064,0.5415,0.6661,25.4,1.3215,26.386,62.779,6.155,0.0738,0.052
PHB_03957,Severe Disease,3,0.2862,0.6766,0.5816,27.963,1.5778,22.794,68.593,6.145,0.0637,0.0749
PHB_06697,Early Disease,1,0.6255,0.3762,0.7271,24.356,1.0274,24.804,69.067,6.203,0.0518,0.0335
PHB_03189,Healthy,0,0.7858,0.2753,0.8054,23.577,1.1437,26.975,61.102,6.396,0.0287,0.0183
PHB_08133,Severe Disease,3,0.374,0.7963,0.3488,27.577,1.3378,27.638,65.683,6.437,0.0614,0.0917
PHB_04809,Early Disease,1,0.6046,0.285,0.7419,25.232,1.1345,26.661,71.595,6.578,0.0414,0.0756
PHB_08084,Moderate Illness,2,0.4736,0.4229,0.6476,26.561,1.3534,25.045,57.431,6.8,0.0654,0.0612
PHB_01565,Severe Disease,3,0.3174,0.6356,0.3684,26.647,1.5549,24.639,58.647,6.102,0.0517,0.0817
PHB_01783,Early Disease,1,0.6271,0.3676,0.6574,25.923,1.2133,24.897,79.144,6.545,0.0192,0.0437
PHB_00844,Early Disease,1,0.7159,0.2964,0.7733,26.496,1.0688,26.809,64.786,6.465,0.0327,0.0477
PHB_09346,Moderate Illness,2,0.5042,0.6182,0.6316,26.424,1.5314,23.369,60.586,6.398,0.0519,0.0761
PHB_04462,Early Disease,1,0.6634,0.3225,0.693,24.468,1.3719,23.793,70.873,6.366,0.0265,0.0415
PHB_00905,Severe Disease,3,0.3627,0.7238,0.3665,27.756,1.2318,24.677,57.605,6.554,0.0695,0.0685
PHB_05912,Healthy,0,0.852,0.1769,0.8798,23.242,1.109,24.618,66.286,6.338,0.0233,0.0201
PHB_09951,Healthy,0,0.7739,0.1937,0.7102,22.306,0.9485,24.768,63.569,6.346,0.0436,0.0398
PHB_09298,Severe Disease,3,0.4224,0.6852,0.365,27.555,1.4117,24.487,61.029,6.335,0.0533,0.0825
PHB_01548,Severe Disease,3,0.1803,0.7298,0.4146,26.496,1.3702,23.824,64.801,6.312,0.0592,0.0557
PHB_02081,Early Disease,1,0.6113,0.2997,0.7413,24.98,1.3342,22.406,67.876,6.364,0.0239,0.0664
PHB_09882,Healthy,0,0.8319,0.2124,0.8407,24.991,1.1438,24.456,61.861,6.753,0.0318,0.0644
PHB_03986,Healthy,0,0.9055,0.1126,0.8674,24.548,0.9666,27.307,63.334,6.682,0.0339,0.054
PHB_06390,Healthy,0,0.8937,0.1165,0.9608,23.463,1.0621,29.179,83.027,6.153,0.0033,0.041
PHB_07580,Early Disease,1,0.7236,0.3338,0.7321,23.64,1.1415,24.066,66.747,6.424,0.0035,0.0389
PHB_09246,Moderate Illness,2,0.4203,0.6325,0.5813,25.38,1.337,22.436,66.486,6.15,0.0457,0.045
PHB_06568,Moderate Illness,2,0.5095,0.5725,0.6253,26.059,1.1179,24.812,66.967,6.475,0.061,0.0541
PHB_08207,Early Disease,1,0.6926,0.3174,0.7145,24.853,1.1592,29.755,65.66,6.3,0.0361,0.0436
PHB_03821,Severe Disease,3,0.3055,0.6204,0.4196,27.453,1.3505,25.261,70.064,6.16,0.0539,0.0579
PHB_02647,Moderate Illness,2,0.4222,0.4568,0.6746,26.195,1.445,26.328,79.908,6.271,0.051,0.0542
PHB_04455,Moderate Illness,2,0.5977,0.5208,0.7511,25.292,1.5537,26.481,54.867,6.18,0.0565,0.0624
PHB_07160,Healthy,0,0.788,0.1338,0.836,22.784,1.2793,24.252,86.11,6.881,0.0298,0.0161
PHB_08222,Severe Disease,3,0.4147,0.8326,0.553,26.393,1.3788,25.194,65.051,5.801,0.0423,0.0856
PHB_08597,Moderate Illness,2,0.5984,0.5424,0.6308,26.25,1.2924,20.54,61.437,6.295,0.0593,0.067
PHB_09590,Healthy,0,0.7899,0.2148,0.9462,23.494,1.1712,26.183,68.747,6.518,0.0322,0.0302
PHB_06072,Healthy,0,0.7694,0.0819,0.8694,24.459,1.0641,20.99,72.199,6.479,0.0214,0.0344
PHB_02156,Severe Disease,3,0.3557,0.7132,0.3716,29.046,1.3359,25.262,73.787,5.733,0.0592,0.0663
PHB_06713,Early Disease,1,0.6517,0.2473,0.6776,29.066,1.3528,28.331,75.72,5.918,0.0315,0.0325
PHB_03716,Severe Disease,3,0.408,0.6681,0.4554,27.714,1.3874,26.006,71.205,6.283,0.0587,0.0554
PHB_04058,Severe Disease,3,0.3004,0.8999,0.457,28.233,1.3069,25.327,61.696,6.079,0.068,0.0847
PHB_05953,Early Disease,1,0.6737,0.2314,0.7908,26.009,1.3766,25.467,64.931,6.416,0.0332,0.0325
PHB_03103,Severe Disease,3,0.4649,0.8114,0.5426,27.401,1.5831,23.214,60.753,6.052,0.0591,0.079
PHB_00559,Moderate Illness,2,0.495,0.5147,0.6119,25.428,1.4109,23.63,83.148,6.802,0.0505,0.0569
PHB_04611,Severe Disease,3,0.2164,0.7612,0.4103,27.432,1.4602,24.525,58.155,6.012,0.0544,0.0948
PHB_06979,Severe Disease,3,0.4101,0.7358,0.524,28.044,1.6646,22.457,69.698,5.747,0.0658,0.0764
PHB_01437,Healthy,0,0.8593,0.178,0.8293,24.56,1.33,20.649,74.006,6.262,0.0174,0.0319
PHB_00508,Severe Disease,3,0.4608,0.7649,0.5079,27.312,1.3277,25.205,57.995,5.94,0.0732,0.0713
PHB_01870,Severe Disease,3,0.3855,0.5928,0.3901,28.427,1.4188,24.866,66.419,6.12,0.065,0.057
PHB_00756,Healthy,0,0.8702,0.1427,0.9274,25.485,0.9824,22.878,66.252,6.602,0.0149,0.0342
PHB_05420,Early Disease,1,0.7582,0.3689,0.8384,26.869,1.2675,26.923,62.535,6.186,0.0367,0.0554
PHB_04051,Severe Disease,3,0.3043,0.7368,0.516,27.57,1.4503,25.422,65.191,6.062,0.0671,0.0585
PHB_08090,Healthy,0,0.7762,0.1092,0.8983,24.17,1.1444,24.232,74.821,6.445,0.0149,0.0444
PHB_03837,Moderate Illness,2,0.4896,0.5287,0.5337,26.65,1.1963,24.971,68.362,5.867,0.0486,0.0644
PHB_02119,Healthy,0,0.7896,0.122,0.8247,23.648,1.2778,18.389,70.908,6.636,0.0247,0.0202
PHB_06153,Early Disease,1,0.59,0.3112,0.7725,25.207,1.2287,18.929,64.973,6.248,0.0557,0.0435
PHB_07809,Severe Disease,3,0.3911,0.6875,0.505,27.536,1.3541,28.85,81.451,6.15,0.0473,0.0708
PHB_00502,Severe Disease,3,0.3333,0.7763,0.4449,26.904,1.4646,23.059,62.546,6.549,0.0799,0.0662
PHB_06260,Healthy,0,0.897,0.0608,0.8216,24.829,1.119,28.094,68.665,5.992,0.0259,0.0237
PHB_09744,Moderate Illness,2,0.4272,0.4906,0.6719,26.091,1.5054,23.005,54.388,6.307,0.0803,0.0581
PHB_01540,Early Disease,1,0.5822,0.3781,0.7429,23.773,1.4036,24.717,67.139,6.225,0.0175,0.0376
PHB_06142,Healthy,0,0.9035,0.1187,0.6687,24.876,1.0764,27.029,69.839,6.103,0.0264,0.0064
PHB_01212,Severe Disease,3,0.3984,0.6973,0.5168,26.766,1.3406,24.016,64.536,6.076,0.0549,0.066
PHB_09123,Severe Disease,3,0.3172,0.6948,0.3112,28.141,1.4049,24.0,62.72,6.538,0.0513,0.0738
PHB_00673,Severe Disease,3,0.4185,0.6787,0.5349,26.669,1.5352,23.113,70.167,6.192,0.0708,0.072
PHB_03378,Severe Disease,3,0.2753,0.6843,0.4286,27.698,1.5897,22.227,57.586,6.67,0.0733,0.0785
PHB_08784,Early Disease,1,0.7249,0.387,0.7478,24.837,1.2351,25.822,54.07,6.432,0.0455,0.0427
PHB_01465,Moderate Illness,2,0.5073,0.428,0.628,26.032,1.2967,22.352,73.706,6.026,0.0405,0.0418
PHB_01193,Severe Disease,3,0.3477,0.7031,0.5508,28.201,1.2522,26.36,67.701,6.125,0.0632,0.0685
PHB_06985,Early Disease,1,0.6919,0.2147,0.747,25.793,1.2775,24.235,55.205,6.587,0.038,0.0554
PHB_01873,Severe Disease,3,0.4546,0.7231,0.3635,25.812,1.443,22.751,59.345,6.227,0.0546,0.0705
PHB_03591,Severe Disease,3,0.3353,0.7106,0.4278,26.677,1.3032,26.498,67.317,6.139,0.0605,0.0666
PHB_06727,Healthy,0,0.8674,0.2126,0.7483,24.992,1.1878,29.107,75.014,6.095,0.0212,0.0468
PHB_00506,Severe Disease,3,0.3466,0.6646,0.4449,27.858,1.5207,27.216,69.605,6.38,0.0724,0.0714
PHB_08119,Early Disease,1,0.7147,0.2957,0.8113,24.497,1.2878,24.402,66.318,6.2,0.0357,0.0401
PHB_00507,Early Disease,1,0.7579,0.2922,0.7031,24.421,1.269,23.756,66.332,6.653,0.0447,0.0588
PHB_09450,Early Disease,1,0.6317,0.3558,0.7711,24.803,1.3149,24.201,71.753,6.375,0.0375,0.0281
PHB_07132,Moderate Illness,2,0.5401,0.4888,0.5943,26.42,1.4408,27.703,53.58,6.176,0.043,0.0671
PHB_04808,Moderate Illness,2,0.4953,0.5085,0.6078,26.177,1.3894,25.94,59.846,6.009,0.0521,0.0604
PHB_07304,Early Disease,1,0.6836,0.3901,0.8075,24.47,1.1902,24.31,63.23,6.423,0.0349,0.0543
PHB_01774,Severe Disease,3,0.3947,0.779,0.4629,26.402,1.1818,23.287,68.901,6.112,0.0713,0.0507
PHB_06855,Healthy,0,0.851,0.2151,0.7745,24.288,1.1242,25.804,65.896,6.438,0.0275,0.0365
PHB_04907,Severe Disease,3,0.2628,0.7823,0.4614,27.155,1.2974,21.069,59.325,6.063,0.0522,0.0709
PHB_00798,Healthy,0,0.8215,0.1006,0.8865,24.564,1.0132,23.997,67.275,6.938,0.0389,0.0249
PHB_08786,Healthy,0,0.7516,0.2077,0.9149,24.688,0.8521,24.688,62.151,6.759,0.0242,0.0201
PHB_07071,Moderate Illness,2,0.4307,0.5836,0.5937,26.994,1.4382,27.575,63.464,6.218,0.0662,0.042
PHB_02830,Moderate Illness,2,0.5098,0.5738,0.7233,27.905,1.2314,21.904,62.789,6.302,0.0606,0.0476
PHB_09320,Healthy,0,0.7715,0.084,0.7984,24.12,0.9968,22.017,71.816,6.449,0.025,0.0298
PHB_08738,Early Disease,1,0.9719,0.3549,0.7063,23.997,1.2189,23.786,65.4,6.204,0.0442,0.0451
PHB_00313,Healthy,0,0.8289,0.1521,0.87,24.008,1.1541,25.804,78.299,6.646,0.0328,0.0506
PHB_00747,Early Disease,1,0.5729,0.2466,0.7138,24.171,0.9718,24.721,57.088,6.248,0.0538,0.0364
PHB_03570,Early Disease,1,0.7148,0.362,0.6618,23.872,1.154,23.162,60.553,6.429,0.0325,0.0636
PHB_00791,Healthy,0,0.7497,0.0208,0.8158,23.644,1.1611,24.376,67.052,6.678,0.0199,0.0156
